original_language,original_title,popularity,release_date,runtime,title,vote_average,vote_count,price
en,Heat,17.924927,15/12/1995,170,Heat,7.7,1886,7.99
en,Balto,12.140733,22/12/1995,78,Balto,7.1,423,6.99
en,Nixon,5.092,22/12/1995,192,Nixon,7.1,72,6.99
en,Casino,10.137389,22/11/1995,178,Casino,7.8,1343,7.99
en,Sense and Sensibility,10.673167,13/12/1995,136,Sense and Sensibility,7.2,364,6.99
en,Leaving Las Vegas,10.332025,27/10/1995,112,Leaving Las Vegas,7.1,365,6.99
en,Twelve Monkeys,12.297305,29/12/1995,129,Twelve Monkeys,7.4,2470,6.99
en,Se7en,18.45743,22/09/1995,127,Se7en,8.1,5915,7.99
en,The Usual Suspects,16.302466,19/07/1995,106,The Usual Suspects,8.1,3334,7.99
en,A Midwinter's Tale,0.513391,01/12/1995,99,A Midwinter's Tale,7.5,6,7.99
en,The Bridges of Madison County,5.951077,28/05/1995,135,The Bridges of Madison County,7.3,397,6.99
en,Braveheart,20.755149,24/05/1995,177,Braveheart,7.7,3404,7.99
en,Taxi Driver,14.092713,07/02/1976,114,Taxi Driver,8.1,2632,7.99
en,Margaret's Museum,0.372697,13/09/1995,114,Margaret's Museum,7.5,2,7.99
en,Anne Frank Remembered,0.243986,08/06/1995,117,Anne Frank Remembered,7.3,4,6.99
en,The Basketball Diaries,7.415144,21/04/1995,102,The Basketball Diaries,7.2,472,6.99
en,Apollo 13,18.761467,30/06/1995,140,Apollo 13,7.3,1637,6.99
en,Crumb,3.620388,10/09/1994,119,Crumb,7.6,71,7.99
en,Living in Oblivion,10.058329,20/01/1995,89,Living in Oblivion,7.2,64,6.99
en,Reckless,0.119713,17/11/1995,91,Reckless,10,1,9.99
en,Safe,8.180047,23/06/1995,119,Safe,7.2,62,6.99
en,Smoke,5.552946,09/06/1995,112,Smoke,7.2,115,6.99
en,Before the Rain,3.525649,09/06/1994,113,Before the Rain,7.7,45,7.99
en,Before Sunrise,11.304979,27/01/1995,105,Before Sunrise,7.7,984,7.99
en,The Cure,2.686342,21/04/1995,97,The Cure,7.2,58,6.99
en,Clerks,10.513367,13/09/1994,92,Clerks,7.4,769,6.99
en,Death and the Maiden,5.484156,04/05/1994,103,Death and the Maiden,7.1,92,6.99
en,Dolores Claiborne,5.8025,24/03/1995,132,Dolores Claiborne,7.1,183,6.99
en,Ed Wood,11.720358,27/09/1994,127,Ed Wood,7.3,639,6.99
en,Hoop Dreams,9.47666,12/09/1994,171,Hoop Dreams,7.7,91,7.99
en,Interview with the Vampire,11.970205,11/11/1994,123,Interview with the Vampire,7.2,1558,6.99
en,Star Wars,42.149697,25/05/1977,121,Star Wars,8.1,6778,7.99
en,A Little Princess,7.731725,10/05/1995,97,A Little Princess,7.4,207,6.99
en,Legends of the Fall,12.199047,16/12/1994,133,Legends of the Fall,7.2,636,6.99
en,Nina Takes a Lover,0.769522,03/03/1995,100,Nina Takes a Lover,7.4,4,6.99
en,Once Were Warriors,4.025276,02/09/1994,99,Once Were Warriors,7.6,106,7.99
en,Pulp Fiction,140.950236,10/09/1994,154,Pulp Fiction,8.3,8670,7.99
en,Quiz Show,7.772505,16/09/1994,133,Quiz Show,7.1,262,6.99
en,The Shawshank Redemption,51.645403,23/09/1994,142,The Shawshank Redemption,8.5,8358,7.99
en,What's Eating Gilbert Grape,10.3919,17/12/1993,118,What's Eating Gilbert Grape,7.5,943,7.99
en,"The Adventures of Priscilla, Queen of the Desert",8.328596,31/05/1994,104,"The Adventures of Priscilla, Queen of the Desert",7.2,174,6.99
en,The Crow,15.799336,11/05/1994,102,The Crow,7.3,980,6.99
en,Forrest Gump,48.307194,06/07/1994,142,Forrest Gump,8.2,8147,7.99
en,The Lion King,21.605761,23/06/1994,89,The Lion King,8,5520,7.99
en,The Secret Adventures of Tom Thumb,0.381704,10/12/1993,61,The Secret Adventures of Tom Thumb,7.1,8,6.99
en,Girl in the Cadillac,0.405392,24/10/1995,89,Girl in the Cadillac,10,1,9.99
en,In the Mouth of Madness,8.497643,12/12/1994,95,In the Mouth of Madness,7.1,307,6.99
en,8 Seconds,1.888534,25/02/1994,105,8 Seconds,7.2,22,6.99
en,A Bronx Tale,6.115628,14/09/1993,121,A Bronx Tale,7.4,447,6.99
en,Carlito's Way,8.698509,10/11/1993,144,Carlito's Way,7.7,805,7.99
en,Dazed and Confused,6.8652,24/09/1993,102,Dazed and Confused,7.4,588,6.99
en,The Fugitive,10.08937,06/08/1993,130,The Fugitive,7.2,1240,6.99
en,The Hudsucker Proxy,7.550545,11/03/1994,111,The Hudsucker Proxy,7.1,280,6.99
en,In the Name of the Father,7.405895,12/12/1993,133,In the Name of the Father,7.6,363,7.99
en,Jurassic Park,8.863776,11/06/1993,127,Jurassic Park,7.6,4956,7.99
en,Manhattan Murder Mystery,8.939404,18/08/1993,104,Manhattan Murder Mystery,7.1,169,6.99
en,Menace II Society,5.260924,26/05/1993,97,Menace II Society,7.2,179,6.99
en,Much Ado About Nothing,8.62724,07/05/1993,111,Much Ado About Nothing,7.2,194,6.99
en,Philadelphia,13.373006,22/12/1993,125,Philadelphia,7.6,1019,7.99
en,The Remains of the Day,12.222576,05/11/1993,134,The Remains of the Day,7.5,213,7.99
en,Rudy,5.914833,17/09/1993,114,Rudy,7.2,187,6.99
en,Schindler's List,41.725123,29/11/1993,195,Schindler's List,8.3,4436,7.99
en,Searching for Bobby Fischer,12.048587,13/08/1993,110,Searching for Bobby Fischer,7.3,100,6.99
en,The Secret Garden,6.499523,13/08/1993,102,The Secret Garden,7.1,232,6.99
en,Blade Runner,96.272374,25/06/1982,117,Blade Runner,7.9,3833,7.99
en,Thirty Two Short Films About Glenn Gould,0.873068,26/11/1993,93,Thirty Two Short Films About Glenn Gould,7.4,9,6.99
en,The Nightmare Before Christmas,17.730913,09/10/1993,76,The Nightmare Before Christmas,7.6,2135,7.99
en,Tombstone,11.338194,25/12/1993,130,Tombstone,7.4,632,6.99
en,True Romance,17.189328,09/09/1993,120,True Romance,7.5,762,7.99
en,The War Room,1.273617,05/12/1993,96,The War Room,7.3,19,6.99
en,Io speriamo che me la cavo,3.456868,01/10/1992,100,"Ciao, Professore!",7.2,74,6.99
en,Home Alone,0.702543,09/11/1990,103,Home Alone,7.1,2487,6.99
en,Aladdin,16.357419,25/11/1992,90,Aladdin,7.4,3495,6.99
en,Terminator 2: Judgment Day,22.661695,01/07/1991,137,Terminator 2: Judgment Day,7.7,4274,7.99
en,Dances with Wolves,11.654349,09/11/1990,181,Dances with Wolves,7.6,1084,7.99
en,The Silence of the Lambs,4.307222,01/02/1991,119,The Silence of the Lambs,8.1,4549,7.99
en,Beauty and the Beast,23.433511,13/11/1991,84,Beauty and the Beast,7.5,3029,7.99
en,The Wild Bunch,11.722424,17/06/1969,145,The Wild Bunch,7.7,266,7.99
en,Fargo,12.61469,05/04/1996,98,Fargo,7.7,2080,7.99
en,Jane Eyre,2.420301,09/02/1996,112,Jane Eyre,7.1,51,6.99
en,The Aristocats,9.834047,23/12/1970,78,The Aristocats,7.1,1287,6.99
en,Primal Fear,10.326213,03/04/1996,129,Primal Fear,7.4,644,6.99
en,Hostile Intentions,0.062388,01/01/1995,90,Hostile Intentions,8,1,7.99
en,The Run of the Country,0.117662,22/09/1995,0,The Run of the Country,8,2,7.99
en,Dead Man,6.505272,23/12/1995,121,Dead Man,7.2,397,6.99
en,"The Haunted World of Edward D. Wood, Jr.",0.037443,01/05/1996,112,"The Haunted World of Edward D. Wood, Jr.",10,1,9.99
en,A Close Shave,6.796858,24/12/1995,30,A Close Shave,7.5,223,7.99
en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.80398,29/01/1964,95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1472,7.99
en,Trainspotting,19.348466,23/02/1996,93,Trainspotting,7.8,2737,7.99
en,Stonewall,0.940228,01/10/1995,99,Stonewall,7.2,10,6.99
en,The Godfather,41.109264,14/03/1972,175,The Godfather,8.5,6024,7.99
en,Mother Night,6.038784,01/11/1996,114,Mother Night,7.1,13,6.99
en,The Philadelphia Story,8.888069,05/12/1940,112,The Philadelphia Story,7.7,196,7.99
en,Singin' in the Rain,11.064858,10/04/1952,103,Singin' in the Rain,7.9,747,7.99
en,Breakfast at Tiffany's,10.879289,05/10/1961,110,Breakfast at Tiffany's,7.6,1082,7.99
en,Vertigo,18.20822,09/05/1958,128,Vertigo,8,1162,7.99
en,Rear Window,17.911314,01/08/1954,112,Rear Window,8.2,1531,7.99
en,It Happened One Night,6.465257,22/02/1934,105,It Happened One Night,7.7,283,7.99
en,Gaslight,14.545058,04/05/1944,114,Gaslight,7.2,73,6.99
en,The Gay Divorcee,2.863935,12/10/1934,107,The Gay Divorcee,7.2,17,6.99
en,North by Northwest,12.410427,07/07/1959,136,North by Northwest,7.8,1062,7.99
en,The Apartment,11.994281,15/06/1960,125,The Apartment,8.1,498,7.99
en,Some Like It Hot,11.845107,18/03/1959,122,Some Like It Hot,8,835,7.99
en,Charade,7.098731,05/12/1963,113,Charade,7.7,351,7.99
en,Casablanca,13.916101,26/11/1942,102,Casablanca,7.9,1462,7.99
en,The Maltese Falcon,5.782544,18/11/1941,100,The Maltese Falcon,7.8,435,7.99
en,My Fair Lady,12.494394,21/10/1964,170,My Fair Lady,7.4,361,6.99
en,Sabrina,7.359741,28/09/1954,113,Sabrina,7.4,284,6.99
en,Roman Holiday,11.954806,02/09/1953,119,Roman Holiday,7.8,502,7.99
en,The Wizard of Oz,22.064932,15/08/1939,102,The Wizard of Oz,7.4,1689,6.99
en,Gone with the Wind,14.240357,15/12/1939,238,Gone with the Wind,7.7,995,7.99
en,Sunset Boulevard,11.709777,10/08/1950,110,Sunset Boulevard,8.2,533,7.99
en,Citizen Kane,15.811921,30/04/1941,119,Citizen Kane,8,1244,7.99
en,2001: A Space Odyssey,22.494622,10/04/1968,149,2001: A Space Odyssey,7.9,3075,7.99
en,All About Eve,12.06308,09/11/1950,138,All About Eve,8,367,7.99
en,Rebecca,8.590813,12/04/1940,130,Rebecca,7.7,346,7.99
en,Notorious,10.135111,15/08/1946,102,Notorious,7.8,345,7.99
en,Spellbound,5.47596,28/12/1945,111,Spellbound,7.3,166,6.99
en,An Affair to Remember,9.813419,11/07/1957,111,An Affair to Remember,7.1,101,6.99
en,To Catch a Thief,5.490505,03/08/1955,106,To Catch a Thief,7.1,299,6.99
en,The Band Wagon,3.573935,07/08/1953,112,The Band Wagon,7.1,46,6.99
en,Ninotchka,5.120036,06/10/1939,110,Ninotchka,7.3,77,6.99
en,Love in the Afternoon,8.196679,30/06/1957,130,Love in the Afternoon,7.3,55,6.99
en,The Adventures of Robin Hood,10.685036,13/05/1938,102,The Adventures of Robin Hood,7.6,170,7.99
en,Laura,9.884516,11/10/1944,88,Laura,7.6,173,7.99
en,The Ghost and Mrs. Muir,3.008607,26/06/1947,104,The Ghost and Mrs. Muir,7.3,59,6.99
en,Top Hat,7.122093,06/09/1935,101,Top Hat,7.4,62,6.99
en,Giant,10.864284,10/10/1956,201,Giant,7.5,169,7.99
en,East of Eden,6.42883,09/03/1955,115,East of Eden,7.5,163,7.99
en,The Thin Man,10.573867,25/05/1934,93,The Thin Man,7.4,97,6.99
en,His Girl Friday,9.88321,18/01/1940,92,His Girl Friday,7.5,171,7.99
en,It's a Wonderful Life,15.031588,20/12/1946,130,It's a Wonderful Life,8,1103,7.99
en,Mr. Smith Goes to Washington,8.168694,19/10/1939,129,Mr. Smith Goes to Washington,7.9,245,7.99
en,Bringing Up Baby,6.60577,18/02/1938,102,Bringing Up Baby,7.6,201,7.99
en,The 39 Steps,5.865697,01/06/1935,86,The 39 Steps,7.4,217,6.99
en,Night of the Living Dead,14.384198,01/10/1968,96,Night of the Living Dead,7.5,591,7.99
en,The African Queen,6.636872,03/12/1951,105,The African Queen,7.4,232,6.99
en,Cat on a Hot Tin Roof,11.794846,17/02/1958,108,Cat on a Hot Tin Roof,7.6,168,7.99
en,Meet John Doe,10.750619,12/03/1941,122,Meet John Doe,7.3,52,6.99
en,Mary Poppins,15.11549,27/08/1964,139,Mary Poppins,7.4,1217,6.99
en,The Sound of Music,9.06773,02/03/1965,174,The Sound of Music,7.4,966,6.99
en,Die Hard,16.640522,15/07/1988,131,Die Hard,7.5,4005,7.99
en,Sleepers,9.198283,18/10/1996,147,Sleepers,7.3,729,6.99
en,Shall We Dance,3.786353,07/05/1937,109,Shall We Dance,7.9,22,7.99
en,"Murder, My Sweet",3.433265,09/12/1944,95,"Murder, My Sweet",7.2,48,6.99
en,For the Moment,0.347124,01/10/1993,115,For the Moment,7.4,3,6.99
en,Willy Wonka & the Chocolate Factory,12.416635,29/06/1971,100,Willy Wonka & the Chocolate Factory,7.4,826,6.99
en,The Innocents,7.667964,25/12/1961,100,The Innocents,7.5,126,7.99
en,A Fish Called Wanda,11.400353,15/07/1988,108,A Fish Called Wanda,7.1,576,6.99
en,Life of Brian,10.714173,17/08/1979,94,Life of Brian,7.7,1230,7.99
en,The Great Race,4.473327,01/07/1965,160,The Great Race,7.2,64,6.99
en,Bonnie and Clyde,12.109198,18/07/1967,111,Bonnie and Clyde,7.6,384,7.99
en,Dial M for Murder,7.853231,29/05/1954,104,Dial M for Murder,7.9,539,7.99
en,Dirty Dancing,14.044122,21/08/1987,100,Dirty Dancing,7.1,1371,6.99
en,Reservoir Dogs,12.22034,02/09/1992,99,Reservoir Dogs,8.1,3821,7.99
en,Platoon,18.206972,18/12/1986,120,Platoon,7.5,1236,7.99
en,Glengarry Glen Ross,6.792215,15/09/1992,100,Glengarry Glen Ross,7.5,330,7.99
en,E.T. the Extra-Terrestrial,19.358546,03/04/1982,115,E.T. the Extra-Terrestrial,7.3,3359,6.99
en,Rebel Without a Cause,10.968169,27/10/1955,111,Rebel Without a Cause,7.6,351,7.99
en,A Streetcar Named Desire,7.301719,18/09/1951,125,A Streetcar Named Desire,7.6,291,7.99
en,The Funeral,2.772039,26/01/1996,99,The Funeral,7.3,31,6.99
en,On Golden Pond,12.252186,04/12/1981,109,On Golden Pond,7.3,101,6.99
en,The Abyss,9.809585,09/08/1989,139,The Abyss,7.1,822,6.99
en,Monty Python and the Holy Grail,10.43389,13/03/1975,91,Monty Python and the Holy Grail,7.8,1742,7.99
en,When We Were Kings,3.60795,25/10/1996,89,When We Were Kings,7.3,54,6.99
en,The Wrong Trousers,7.771233,17/12/1993,30,The Wrong Trousers,7.6,266,7.99
en,Raw Deal,10.091381,26/05/1948,79,Raw Deal,7.2,19,6.99
en,"The Cook, the Thief, His Wife & Her Lover",5.970136,10/09/1989,125,"The Cook, the Thief, His Wife & Her Lover",7.3,137,6.99
en,Paths of Glory,8.548518,18/09/1957,88,Paths of Glory,8.2,565,7.99
en,My Left Foot: The Story of Christy Brown,5.841931,21/07/1989,103,My Left Foot: The Story of Christy Brown,7.5,208,7.99
en,The Thin Blue Line,5.070224,28/08/1988,103,The Thin Blue Line,7.9,109,7.99
en,Paris is Burning,4.101295,13/03/1990,71,Paris is Burning,8.2,67,7.99
en,One Flew Over the Cuckoo's Nest,35.529554,18/11/1975,133,One Flew Over the Cuckoo's Nest,8.3,3001,7.99
en,The Empire Strikes Back,19.470959,17/05/1980,124,The Empire Strikes Back,8.2,5998,7.99
en,The Princess Bride,15.15267,18/09/1987,98,The Princess Bride,7.6,1518,7.99
en,Raiders of the Lost Ark,19.901576,12/06/1981,115,Raiders of the Lost Ark,7.7,3949,7.99
en,Brazil,9.837287,20/02/1985,132,Brazil,7.6,877,7.99
en,Aliens,21.761179,18/07/1986,137,Aliens,7.7,3282,7.99
en,Withnail & I,14.316459,01/01/1987,107,Withnail & I,7.4,173,6.99
en,12 Angry Men,16.503959,25/03/1957,96,12 Angry Men,8.2,2130,7.99
en,A Clockwork Orange,17.112594,18/12/1971,136,A Clockwork Orange,8,3432,7.99
en,Apocalypse Now,13.5963,15/08/1979,153,Apocalypse Now,8,2112,7.99
en,Return of the Jedi,14.586087,23/05/1983,135,Return of the Jedi,7.9,4763,7.99
en,The Third Man,8.513889,31/08/1949,104,The Third Man,7.9,431,7.99
en,GoodFellas,15.424092,12/09/1990,145,GoodFellas,8.2,3211,7.99
en,Alien,23.37742,25/05/1979,117,Alien,7.9,4564,7.99
en,Army of Darkness,10.704612,09/10/1992,81,Army of Darkness,7.3,852,6.99
en,Psycho,36.826309,16/06/1960,109,Psycho,8.3,2405,7.99
en,The Blues Brothers,10.076901,17/06/1980,133,The Blues Brothers,7.5,1092,7.99
en,The Godfather: Part II,36.629307,20/12/1974,200,The Godfather: Part II,8.3,3418,7.99
en,Full Metal Jacket,13.94148,26/06/1987,116,Full Metal Jacket,7.9,2595,7.99
en,Henry V,7.307967,05/10/1989,137,Henry V,7.4,73,6.99
en,Amadeus,12.677592,26/10/1984,160,Amadeus,7.8,1107,7.99
en,The Quiet Man,8.762386,21/07/1952,129,The Quiet Man,7.3,118,6.99
en,Once Upon a Time in America,32.182851,16/02/1984,229,Once Upon a Time in America,8.3,1104,7.99
en,Annie Hall,18.146043,19/04/1977,93,Annie Hall,7.8,1044,7.99
en,The Right Stuff,14.902397,20/10/1983,193,The Right Stuff,7.4,241,6.99
en,The Sting,12.016821,25/12/1973,129,The Sting,7.9,639,7.99
en,Harold and Maude,10.878112,20/12/1971,91,Harold and Maude,7.7,266,7.99
en,The Terminator,19.293562,26/10/1984,108,The Terminator,7.4,4208,6.99
en,Braindead,13.645568,13/08/1992,104,Braindead,7.4,388,6.99
en,Glory,7.521346,15/12/1989,122,Glory,7.4,391,6.99
en,Manhattan,12.050759,25/04/1979,96,Manhattan,7.8,600,7.99
en,Miller's Crossing,7.495853,21/09/1990,115,Miller's Crossing,7.5,431,7.99
en,Dead Poets Society,19.905716,02/06/1989,129,Dead Poets Society,8.1,2786,7.99
en,The Graduate,12.057829,21/12/1967,106,The Graduate,7.6,855,7.99
en,Touch of Evil,9.665347,23/04/1958,95,Touch of Evil,7.6,292,7.99
en,The Bridge on the River Kwai,8.851646,02/10/1957,161,The Bridge on the River Kwai,7.7,554,7.99
en,Chinatown,12.29227,20/06/1974,130,Chinatown,7.9,939,7.99
en,The Day the Earth Stood Still,9.360003,17/09/1951,92,The Day the Earth Stood Still,7.3,323,6.99
en,The Treasure of the Sierra Madre,8.070589,24/01/1948,126,The Treasure of the Sierra Madre,7.9,285,7.99
en,Duck Soup,6.819957,17/11/1933,68,Duck Soup,7.6,170,7.99
en,The Shining,19.611589,22/05/1980,144,The Shining,8.1,3890,7.99
en,Stand by Me,15.206957,22/08/1986,89,Stand by Me,7.8,1568,7.99
en,Evil Dead II,13.520764,13/03/1987,84,Evil Dead II,7.5,760,7.99
en,The Great Escape,14.384114,20/06/1963,172,The Great Escape,7.8,731,7.99
en,The Deer Hunter,7.729445,08/12/1978,183,The Deer Hunter,7.8,943,7.99
en,Groundhog Day,12.989627,11/02/1993,101,Groundhog Day,7.4,2358,6.99
en,Unforgiven,10.942149,07/08/1992,131,Unforgiven,7.7,1133,7.99
en,The Manchurian Candidate,7.991677,24/10/1962,126,The Manchurian Candidate,7.7,188,7.99
en,Arsenic and Old Lace,13.99011,23/09/1944,118,Arsenic and Old Lace,7.4,234,6.99
en,Back to the Future,25.778509,03/07/1985,116,Back to the Future,8,6239,7.99
en,Fried Green Tomatoes,6.584254,27/12/1991,130,Fried Green Tomatoes,7.6,298,7.99
en,Patton,14.382289,25/01/1970,172,Patton,7.3,327,6.99
en,Down by Law,8.843551,01/05/1986,107,Down by Law,7.2,149,6.99
en,Cool Hand Luke,9.718713,22/06/1967,126,Cool Hand Luke,7.7,390,7.99
en,Young Frankenstein,9.339316,15/12/1974,106,Young Frankenstein,7.7,880,7.99
en,Night on Earth,8.291886,03/10/1991,129,Night on Earth,7.5,165,7.99
en,The Great Dictator,9.241748,15/10/1940,125,The Great Dictator,8.1,756,7.99
en,Fantasia,8.03796,13/11/1940,124,Fantasia,7.2,831,6.99
en,High Noon,16.715935,27/03/1952,85,High Noon,7.6,343,7.99
en,The Big Sleep,6.987617,23/08/1946,116,The Big Sleep,7.6,244,7.99
en,Heathers,13.311827,01/10/1988,102,Heathers,7.3,387,6.99
en,Somewhere in Time,5.429213,02/10/1980,103,Somewhere in Time,7.1,104,6.99
en,Ben-Hur,14.319743,26/12/1959,212,Ben-Hur,7.5,660,7.99
en,This Is Spinal Tap,13.981499,04/05/1984,82,This Is Spinal Tap,7.6,413,7.99
en,Koyaanisqatsi,8.802715,06/06/1982,87,Koyaanisqatsi,7.7,140,7.99
en,Indiana Jones and the Last Crusade,14.788987,24/05/1989,127,Indiana Jones and the Last Crusade,7.6,3221,7.99
en,Being There,12.320636,19/12/1979,130,Being There,7.7,243,7.99
en,Gandhi,12.383755,30/11/1982,191,Gandhi,7.4,730,6.99
en,Pink Floyd: The Wall,6.773407,14/07/1982,95,Pink Floyd: The Wall,7.7,363,7.99
en,The Killing Fields,11.460364,02/11/1984,141,The Killing Fields,7.5,180,7.99
en,Forbidden Planet,6.379966,15/03/1956,98,Forbidden Planet,7.2,238,6.99
en,Field of Dreams,16.759454,21/04/1989,107,Field of Dreams,7.1,383,6.99
en,The Man Who Would Be King,6.189816,03/12/1975,129,The Man Who Would Be King,7.6,148,7.99
en,Butch Cassidy and the Sundance Kid,6.714577,23/09/1969,110,Butch Cassidy and the Sundance Kid,7.4,659,6.99
en,"Paris, Texas",11.635837,19/05/1984,147,"Paris, Texas",7.7,282,7.99
en,When Harry Met Sally...,8.34322,21/07/1989,96,When Harry Met Sally...,7.3,974,6.99
en,An American Werewolf in London,13.390802,21/08/1981,97,An American Werewolf in London,7.2,571,6.99
en,The Birds,11.591462,28/03/1963,119,The Birds,7.3,959,6.99
en,Dracula,16.777675,13/11/1992,128,Dracula,7.1,1087,6.99
en,Bride of Frankenstein,7.000417,21/04/1935,75,Bride of Frankenstein,7.4,208,6.99
en,Cape Fear,7.583191,12/04/1962,105,Cape Fear,7.2,125,6.99
en,A Nightmare on Elm Street,13.694713,14/11/1984,91,A Nightmare on Elm Street,7.2,1212,6.99
en,The Omen,16.641277,06/06/1976,111,The Omen,7.2,485,6.99
en,Shine,11.664053,21/01/1996,105,Shine,7.3,136,6.99
en,Sling Blade,9.475693,30/08/1996,135,Sling Blade,7.4,236,6.99
en,Paradise Lost: The Child Murders at Robin Hood Hills,1.686358,03/12/1996,150,Paradise Lost: The Child Murders at Robin Hood Hills,7.9,38,7.99
en,Star Trek II: The Wrath of Khan,7.160236,03/06/1982,113,Star Trek II: The Wrath of Khan,7.3,688,6.99
en,Grease,7.854899,07/07/1978,110,Grease,7.2,1633,6.99
en,Terror in a Texas Town,0.83621,01/09/1958,80,Terror in a Texas Town,7.1,13,6.99
en,Jaws,19.726114,18/06/1975,124,Jaws,7.5,2628,7.99
en,Raising Arizona,14.011415,01/03/1987,94,Raising Arizona,7.2,548,6.99
en,The Last of the Mohicans,15.228794,25/09/1992,112,The Last of the Mohicans,7.1,747,6.99
en,Walkabout,10.177086,01/07/1971,95,Walkabout,7.4,111,6.99
en,Angel Baby,0.775616,09/09/1995,105,Angel Baby,7.7,3,7.99
en,The Cement Garden,15.975485,20/02/1993,105,The Cement Garden,7.2,23,6.99
en,Waiting for Guffman,8.130999,31/01/1996,84,Waiting for Guffman,7.4,66,6.99
en,That Old Feeling,1.954656,04/04/1997,105,That Old Feeling,7.1,15,6.99
en,Donnie Brasco,12.201954,27/02/1997,127,Donnie Brasco,7.4,1175,6.99
en,Love Jones,1.251862,14/03/1997,104,Love Jones,8.1,12,7.99
en,Selena,7.390306,21/03/1997,127,Selena,7.1,115,6.99
en,Cats Don't Dance,3.406836,26/03/1997,75,Cats Don't Dance,7.1,25,6.99
en,The Fifth Element,24.30526,07/05/1997,126,The Fifth Element,7.3,3962,6.99
en,Dream with the Fishes,0.684192,01/01/1997,97,Dream with the Fishes,7.7,10,7.99
en,Hercules,14.048694,26/06/1997,93,Hercules,7.3,1741,6.99
en,MURDER and murder,0.076975,10/09/1996,113,MURDER and murder,8,2,7.99
en,Fall,1.555954,20/06/1997,93,Fall,7.2,6,6.99
en,Contact,14.374866,11/07/1997,150,Contact,7.2,1338,6.99
en,Career Girls,3.459251,01/06/1997,83,Career Girls,7.4,15,6.99
en,The Hunt for Red October,15.91126,02/03/1990,134,The Hunt for Red October,7.2,971,6.99
en,My Own Private Idaho,7.289727,17/10/1991,104,My Own Private Idaho,7.1,218,6.99
en,L.A. Confidential,10.989442,19/09/1997,138,L.A. Confidential,7.7,1340,7.99
en,The Game,14.825587,12/09/1997,129,The Game,7.5,1556,7.99
en,The Devil's Advocate,10.920124,17/10/1997,144,The Devil's Advocate,7.2,1414,6.99
en,Washington Square,1.301573,10/10/1997,115,Washington Square,7.4,5,6.99
en,Gattaca,12.89312,07/09/1997,106,Gattaca,7.5,1846,7.99
en,Boogie Nights,7.595679,11/09/1997,155,Boogie Nights,7.5,812,7.99
en,The Joy Luck Club,3.01386,08/09/1993,139,The Joy Luck Club,7.1,34,6.99
en,The Truman Show,13.155901,04/06/1998,103,The Truman Show,7.8,4702,7.99
en,Anastasia,11.911173,20/11/1997,94,Anastasia,7.4,1481,6.99
en,Deconstructing Harry,6.280515,26/08/1997,96,Deconstructing Harry,7.3,188,6.99
en,Good Will Hunting,15.064833,05/12/1997,126,Good Will Hunting,7.9,2880,7.99
en,Titanic,26.88907,18/11/1997,194,Titanic,7.5,7770,7.99
en,Jackie Brown,16.415498,24/12/1997,154,Jackie Brown,7.3,1580,6.99
en,The Big Lebowski,15.952524,06/03/1998,117,The Big Lebowski,7.8,3001,7.99
en,Dark City,12.851984,27/02/1998,100,Dark City,7.2,838,6.99
en,Ayn Rand: A Sense of Life,0.13785,13/02/1998,145,Ayn Rand: A Sense of Life,7.2,3,6.99
en,As Good as It Gets,9.374049,19/12/1997,139,As Good as It Gets,7.2,946,6.99
en,"Niagara, Niagara",0.782772,30/08/1997,93,"Niagara, Niagara",7.7,9,7.99
en,The Spanish Prisoner,4.305735,08/09/1997,110,The Spanish Prisoner,7.1,74,6.99
en,Leather Jacket Love Story,0.488656,20/02/1998,85,Leather Jacket Love Story,9,2,8.99
en,"Dancer, Texas Pop. 81",0.567444,01/05/1998,97,"Dancer, Texas Pop. 81",10,1,9.99
en,Les Misérables,12.238488,01/05/1998,134,Les Misérables,7.1,157,6.99
en,Lawn Dogs,4.255263,21/11/1997,101,Lawn Dogs,7.3,32,6.99
en,Fear and Loathing in Las Vegas,9.220346,22/05/1998,118,Fear and Loathing in Las Vegas,7.2,1321,6.99
en,Mulan,21.180857,18/06/1998,88,Mulan,7.6,2089,7.99
en,Picnic at Hanging Rock,6.811264,02/09/1975,115,Picnic at Hanging Rock,7.1,156,6.99
en,Buffalo '66,9.167761,20/01/1998,110,Buffalo '66,7.2,172,6.99
en,Pi,10.621362,10/07/1998,84,Pi,7.1,600,6.99
en,Whatever,0.291914,10/07/1998,112,Whatever,8.3,2,7.99
en,All Quiet on the Western Front,15.235056,29/04/1930,133,All Quiet on the Western Front,7.5,166,7.99
en,Mutiny on the Bounty,7.135215,08/11/1935,132,Mutiny on the Bounty,7.1,72,6.99
en,You Can't Take It With You,4.370592,23/08/1938,126,You Can't Take It With You,7.2,79,6.99
en,The Lost Weekend,8.731331,25/11/1945,101,The Lost Weekend,7.4,115,6.99
en,The Best Years of Our Lives,6.069343,25/12/1946,172,The Best Years of Our Lives,7.6,148,7.99
en,From Here to Eternity,5.358582,28/08/1953,118,From Here to Eternity,7.2,137,6.99
en,On the Waterfront,18.211093,22/06/1954,108,On the Waterfront,8,368,7.99
en,Marty,11.589081,11/04/1955,90,Marty,7.2,75,6.99
en,A Man for All Seasons,6.997888,12/12/1966,120,A Man for All Seasons,7.5,90,7.99
